,Timestamp,I can easily log-in and log-out my Canvas account.,I can easily log-in and log-out my Canvas account. (Please write your views relating your answer above.),I can access my course using the mobile Canvas app. ,I can access my course using the mobile Canvas app. (Please write your views about this relating to your answer above.),I can access my course using the mobile Canvas app. ,I can access my course using the mobile Canvas app. (Please write your views about this relating to your answer above.),I can access my Canvas account using the available computers in JRU.,I can access my Canvas account using the available computers in JRU. (Please write your views about this relating to your answer above.),I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories. ,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories. (Please write your views about this relating to your answer above.),I can easily get help when I have problems with my Canvas account.,I can easily get help when I have problems with my Canvas account. (Please write your views about this relating to your answer above.),I can access my Canvas account outside JRU. ,I can access my Canvas account outside JRU. (Please write your views about this relating to your answer above.),I can clearly understand the lessons on my Canvas modules. ,I can clearly understand the lessons on my Canvas modules. (Please write your views about this relating to your answer above.),I recognize that the modules in my course are well organized.,I recognize that the modules in my course are well organized. (Please write your views about this relating to your answer above.),I can easily manage the navigation of the courses through the desktop version. ,I can easily manage the navigation of the courses through the desktop version. ,I can easily manage the navigation of the courses through the mobile app.,I can easily manage the navigation of the courses through the mobile app. (Please write your views about this relating to your answer above.),I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content. (Please write your views about this relating to your answer above.),I understand the lessons better with the help of course materials in Canvas. ,I understand the lessons better with the help of course materials in Canvas. (Please write your views about this relating to your answer above.),Canvas course materials make me interested.,Canvas course materials make me interested. (Please write your views about this relating to your answer above.),The course materials on Canvas helped me prepare for: [Face to Face discussions],The course materials on Canvas helped me prepare for: [Quizzes],The course materials on Canvas helped me prepare for: [Prelim/Mid-term/Final Exam],"The course materials on Canvas helped me prepare for: [Other Tasks (Assignments, Forums, etc.)]","The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc. (Please write your views about this relating to your answer above.)",My instructor knows how to use Canvas.,My instructor knows how to use Canvas. (Please write your views about this relating to your answer above.),My instructor demonstrated mastery of the subject matter.,My instructor demonstrated mastery of the subject matter. (Please write your views about this relating to your answer above.),My instructor encourages me to use Canvas.,My instructor encourages me to use Canvas. (Please write your views about this relating to your answer above.),Canvas has made it easy for me to: [Communicate with my instructor],Canvas has made it easy for me to: [Receive class announcements],Canvas has made it easy for me to: [Share ideas on group discussions],"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions","I can answer the assessment materials (quiz, exam) posted in Canvas.","I can answer the assessment materials (quiz, exam) posted in Canvas. (Please write your views about this relating to your answer above.)",I find the course materials on Canvas aligned with the: [Quizzes],"I find the course materials on Canvas aligned with the: [Major (Prelim, Mideterm, Final) Exam]","I find the course materials on Canvas aligned with the: [Other tasks (Assignements, Forums, etc.)]","I find the course materials on Canvas aligned with the: quizzes, major exams, assignments, forums, etc.) (Please write your views about this relating to your answer above.)",I have been give enough time to accomplish the activities on Canvas.,I have been give enough time to accomplish the activities on Canvas. (Please write your views about this relating to your answer above.),What I like best in Canvas is/are:,What I like least in Canvas is/are:,I would like to suggest: 
29,2019/09/30 3:54:43 PM GMT+8,Strongly Agree,I can easily log-in and log-out because of this PC especially at home is canvas is alright to use.,Strongly Agree,Because I have an Canvas App so that I can use it everywhere.,Strongly Agree,Because I have an Canvas App so that I can use it everywhere.,Strongly Agree,"Yes, I can access my canvas because every computer in JRU I can access my account.",Strongly Disagree,Sometimes I can not access my account because sometimes in JRU the internet connection is very slow even in laboratory.,Strongly Agree,"Yes, If I have a problem in my Canvas I go to IT department to access my account.",Strongly Agree,"Yes, I can access my Canvas everywhere especially at home atleast there's an internet connection.",Disagree,Sometimes I can access my Canvas so sometimes I can understand the lessons of my courses ,Strongly Agree,It very organize because if you log-in you can see the modules.,Strongly Agree,It's every easy to manage navigation in the desktop than mobile,Strongly Disagree,I don't like the Canvas in mobile because desktop is better than mobile.,Strongly Agree,"Yes, there's have an connection with face to face.",Disagree,Sometimes I can not log-in so i didn't understand the lesson very well.,Strongly Agree,"Yes, Canvas makes interested.",Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Because, there's an module that you can reviews.",Strongly Agree,"Yes, because my professor is IT teacher so she know how to use Canvas.",Strongly Agree,My Instructor demonstrate the subject very well. ,Strongly Agree,"Yes, my Instructor encourages us to use Canvas because, It's help us to understand the lesson very well.",Agree,Strongly Agree,Strongly Agree,My Instructor sent us announcement if there's an emergency so that we inform faster.,Strongly Agree,"Yes, we can answer the assessment materials.",Strongly Agree,Strongly Agree,Strongly Agree,"Yes, because it show assessment material if there's have a quizzes",Strongly Disagree,Sometimes because there's time limit in other.,What like in canvas is i can study at home using canvas because of the module of my coures,Nothing ,There's nothing to suggest in my Canvas it already okay to me 
30,2019/09/30 3:55:52 PM GMT+8,Strongly Agree,"Yes,I can easily logi-in and log-out my account in canvas",Strongly Agree,I have my own Canvas Application and It's easy to access. ,Strongly Agree,When I open the Canvas Application the're are Subject Dashboards.,Strongly Agree,"Yes, I can access my Canvas account if the computers of JRU has a strong Internet.",Strongly Agree,it's easy to access the Canvas Application if the wired internet connection is fast.,Strongly Agree,"Yes, By Searching about the problem.",Strongly Agree,"Yes,If you have an account just download the Application or Search it in the website.",Strongly Agree,"Yes,When the admin/Professor upload the modules i can download it.",Agree,"Agree, Sometimes because our other professors upload a module which is not gonna discuss in our room.",Strongly Agree,Same as in my mobile phone.,Strongly Agree,"Yes, because it's handy and easy to pick up.",Strongly Disagree,Sometimes the professors has their own Power Point that is not connected in the PPt in,Agree,"Sometimes, because the other professors do not discuss the lessons in the canvas.",Strongly Agree,Yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, all the answers in the activities ,quizzes and exam is in the miodules.",Agree,"Agree,Our Seniors don't know how to use canvas",Strongly Agree,"Yes, they explain it very well",Strongly Agree,When we have to do some stuff,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, Because in today's generation it's easy to communicate using social media.",Strongly Agree,"Yes,when our professor give the passcode",Strongly Agree,Strongly Agree,Strongly Agree,yes,Strongly Agree,"Yes,one week or sometimes an hour",Application,deadline,none
31,2019/09/30 3:55:56 PM GMT+8,Strongly Agree,"Yes, I can easily log-in and log-out through my Canvas account. No problems really.",Strongly Agree,"Yes I can access the canvas app. But I still prefer using a browser to open my canvas account, for faster performance.",Strongly Agree,"Yes I can access the canvas app. But I still prefer using a browser to open my canvas account, for faster performance.",Strongly Agree,"There are plenty of available computers at the open lab however, my only concern is the performance of the computer.",Strongly Agree,Nothing really. The only problem is the performance of the computer in the open lab.,Strongly Agree,I agree.,Strongly Agree,Yes I can access my canvas account regardless of the location. No concerns.,Strongly Agree,"Yes since, the use of powerpoints, pdf's, or other files, stimulated my interest in learning the lessons.",Strongly Agree,"I find the modules are well organized since, dates are specified and the modules have numbers indicating their topics.",Strongly Agree,Yes I can easily manage.,Strongly Disagree,"Not really, due to smaller screen.",Strongly Agree,"Yes, since JRU offers blended learning.",Strongly Agree,"Yes, because the modules are well organized.",Strongly Agree,"Yes, the canvas course materials stimulated my interest in learning.",Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,"Yes, although other questions in the quiz or exam are not included in the modules given by the instructor.",Strongly Agree,"Yes, because whenever we have a face to face discussion our instructor can easily access the module.",Strongly Agree,"Yes, because our instructor can clearly explain the topics related to the module being discussed ",Strongly Disagree,Not really. ,Strongly Disagree,Strongly Agree,Strongly Agree,Yes. Whenever we have forum discussions.,Strongly Agree,Yes.,Strongly Disagree,Strongly Disagree,Strongly Agree,"As I said before, some questions in the quiz or exam are not in the module.",Strongly Agree,"Yes, since our instructor gives tasks prior to the deadline.",Modules,none,none
32,2019/09/30 3:56:00 PM GMT+8,Strongly Agree,I can easily log-in and log-out my account in Canvas because it is fast loading,Strongly Agree,"I strongly agree to this because i can access my account, dicussions, etc.",Strongly Agree,"I strongly agree to this because i can access my account, dicussions, etc.",Strongly Agree,I can access my account in canvas especially in Open Lab,Strongly Agree,I have no issues accessing my canvas account.,Strongly Agree,I can easily get help when i have problems with my Canvas account because I easily go to the IT office to fix my account.,Strongly Agree,I can access my canvas account outside JRU using my mobile phone.,Strongly Agree,"Most of the times, i can clearly understands the lessons on my canvas modules.",Strongly Agree,"Yes, well organized the  modules in my course.",Strongly Agree,I can easily manage the navigation of the courses through the desktop version.,Strongly Agree,I can easily manage the navigation of the courses through the mobile app..,Strongly Agree,It's connection with face to face to the course mateials,Strongly Agree,It is helpful to understand the lessons with the course materials.ith t,Strongly Agree,It makes me interested because it is helpful of the course materials to my course.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"Yes, it is helpful to my course because all the course materials that i can take is my reviewer, and i can improve my past requirements to the incoming tasks.",Strongly Agree,"Yes, because they prepared and learned the usage of canvas before they face to the students.",Strongly Disagree,Other instructor are not demonstrated mastery of the subject matter,Strongly Agree,because using canvas can encourages myself because all of my works or tasks are graded and get high scores.,Strongly Agree,Strongly Agree,Strongly Agree,My instructor made it easy for me to coomunicate,Strongly Agree,i can answer all the assessment materials ,Strongly Agree,Strongly Agree,Strongly Agree, find the course materials on Canvas aligned,Strongly Agree,"yes, because they posted the activities and the due date",Activities,N/a,n/a
33,2019/09/30 3:56:23 PM GMT+8,Strongly Disagree,I cannot easily log-in and log-out my Canvas account.,Strongly Agree,I cannot access my course using the mobile Canvas app.,Strongly Agree,I cannot access my course using the mobile Canvas app. ,Strongly Disagree,I cannot access my Canvas account using the available computers in JRU.,Agree,I have no issues accessing my Canvas account using the wired internet connection in the computer laboratories.,Agree,I can easily get help when I have problems with my Canvas account.,Agree,I can access my Canvas account outside JRU,Agree,I can clearly understand the lessons on my Canvas modules.,Agree,I recognize that the modules in my course are well organized.,Agree,I can easily manage the navigation of the courses through the desktop version,Agree,I can easily manage the navigation of the courses through the mobile app. ,Agree,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content.,Agree,I understand the lessons better with the help of course materials in Canvas.,Agree,Canvas course materials make me interested.,Agree,Agree,Agree,Agree,"The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc.",Agree,My instructor knows how to use Canvas.,Agree,My instructor demonstrated mastery of the subject matter. ,Strongly Disagree,My instructor encourages me to use Canvas.,Strongly Agree,Strongly Agree,Strongly Agree,"Canvas has made it easy for me to: communicate with my instructor, receive class announcements, share ideas on group discussions",Strongly Disagree,"I cannot answer the assessment materials (quiz, exam) posted in Canvas.",Strongly Disagree,Strongly Disagree,Strongly Agree,"No, because some items in quizzes and major exams are not discussed or written in the module.",Strongly Disagree,"No, because there are activities that are not easy to do.",Storing files,Limited Storage,having a computer maintenance and improve internet connection.
34,2019/09/30 3:56:26 PM GMT+8,Strongly Agree,The computer's internet connection is alright,Strongly Agree,"The account redirection is fast. So, far no problem accessing it.",Strongly Agree,"The account redirection is fast. So, far no problem accessing it.",Strongly Agree,The computer's performance is really ok for accessing my JRU Canvas,Strongly Agree,The connection in the laboratory is very stable,Strongly Agree,The IT office are approachable anytime,Strongly Agree,"No problem accessing my account inside and outside of JRU, it is very stable",Strongly Disagree,"Once the app downloads one module (e.g pptx, docx, pdf) after downloading it is not accessible via local storage although it shows the download was finished",Strongly Disagree,Some professors doesn't organize their modules,Strongly Agree,"There is no problem accessing it, so far",Strongly Disagree,"There is functions on the desktop that is not on the mobile app, which makes it indifferent for mobile users ",Strongly Agree,It is related through face-to-face lessons and Blended learning,Strongly Disagree,"Sometimes, the lessons are far to the modules",Strongly Disagree,"Sometimes, I make mistakes. Clearly the course I took is not my passion",Strongly Agree,Disagree,Strongly Disagree,Strongly Agree,Some quizzes and exams doesn't show on our modules,Strongly Agree,My professor really know how,Agree,Sometimes we aren't prepared for the projects that are tasked to us. So we have to handle it on our own.,Strongly Agree,Because our modules is in canvas,Disagree,Strongly Agree,Strongly Agree,"Sometimes, my professor doesn't even know me",Strongly Disagree,I can't access through mobile sometimes,Strongly Agree,Disagree,Strongly Agree,"Sometimes, it is not.",Strongly Disagree,"Some do take a while to finish, some are not. So, it does not give me time",Availability,Accessibility,Make it more user-friendly
35,2019/09/30 3:56:42 PM GMT+8,Strongly Agree,I can easily access my account.,Strongly Agree,I have installed it for the notification what we will do for the entire week.,Strongly Agree,I can access it easily using my device.,Strongly Agree,I can access easily using JRU computers.,Strongly Agree,I can access my account in computer laboratories.,Strongly Agree,I can easily go to the H211 if i have problems on canvas or my account.,Strongly Agree,I can access my canvas easily where ever i go just have a data connection on my mobile device.,Agree,I can also ask my classmates if didn't understand it ,Strongly Agree,It is organized because of the weeks in the canvas,Strongly Agree,I can easily access in any version of my desktop,Disagree,In mobile app some of my quiz is not accessible on it,Strongly Agree,We must read the lesson in advance because the next meeting my Prof will ask a question or any clarification,Strongly Agree,I can retrieve my lessons in I forgot some keywords on it ,Strongly Agree,It is very interested because you can access it anywhere ,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Easily to have quiz if they are suspension ,Agree,We can message our instructor because of the canvas if they are online,Strongly Agree,Mastery of the subject is important,Strongly Agree,All of my instructor use canvas ,Strongly Agree,Strongly Agree,Agree,We can easily message our instructor and group mates and if they have announcement,Strongly Agree,I can easily access my quiz but if their is a code we will not access it,Strongly Agree,Strongly Agree,Strongly Agree,Easily to have quiz exam and other and easily to record ,Strongly Agree,"Yes, because it reminds me in my mobile phone",Easily to reminds to do something,In exam or quiz if the answer is correct but their is a restriction,Improve the user experience
36,2019/09/30 3:56:44 PM GMT+8,Strongly Agree,I can easily access my account on canvas.,Strongly Agree,I can access the course on mobile application easily.,Strongly Disagree,I can easily access my course on the Canvas application.,Strongly Agree,It is easy to access my Canvas account using the computers here in JRU.,Strongly Agree,I can access my account using wired internet connection easily.,Strongly Agree,The office provide the needs to help with my Canvas account.,Strongly Agree,I can easily access my Canvas account outside JRU.,Strongly Agree,The Canvas provides conducive environment for learning the modules. I can clearly understand my lessons.,Strongly Agree,The modules in courses enable me to advance study.,Strongly Agree,The navigation is easy on Canvas desktop version,Strongly Agree,Navigation on mobile app and desktop have the same navigation experience.,Strongly Agree,Online learning combined with face-to-face makes the learning better.,Strongly Agree,It helps us simulate certain situations to deal with.,Strongly Agree,The course materials make the modules more intersting,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,It helps me to clearly understand the modules,Strongly Agree,"When instructor knows how to use Canvas, they can adjust some materials to match the needs of the class.",Strongly Agree,Mastery of the subject is important in teaching.,Strongly Agree,Instructors should utilize the Canvas to its extent.,Strongly Agree,Strongly Agree,Strongly Agree,Sending mails through Canvas makes it more easy to communicate.,Strongly Agree,I can answer the assessments on the time will be available.,Strongly Agree,Strongly Agree,Strongly Agree,This should be align to test our understanding of the modules.,Strongly Agree,We are given a week or two to finish the activities.,availability of the modules,(some)hidden notifactions on activities.,Improve user experience
37,2019/09/30 3:56:47 PM GMT+8,Strongly Agree,I haven't encountered any difficulty logging into my Canvas account so far.,Strongly Agree,I do not see any problem accessing my course module using the mobile Canvas application.,Strongly Agree,I do not see any problem accessing my course module using the mobile Canvas application.,Strongly Agree,I haven't encountered any difficulty logging into my account using the available computers in JRU so far.,Strongly Disagree,There are circumstances that connecting to the wired internet connection is troublesome.,Strongly Agree,H211 is open when a student is facing problem with their Canvas account.,Strongly Agree,I do not encounter any difficulty accessing my Canvas account outside JRU.,Strongly Agree,"Visual presentations when studying is effective for me, so I agree.",Strongly Agree,I can easily navigate the module when I am looking for a specific lesson or lecture material.,Strongly Agree,The desktop version of the Canvas app is well-designed.,Strongly Agree,I haven't encountered any difficulty navigating the courses through its mobile app.,Strongly Agree,Discussions are related to what is uploaded inside the course module.,Strongly Agree,"As I stated above, visual presentations are effective when studying.",Strongly Agree,They are informative enough.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,The course materials provide information enough for us to prepare for them.,Strongly Agree,They can easily adjust its content.,Strongly Agree,She show mastery of the subject based on what she discusses during lecture.,Strongly Agree,She reminds us every lecture.,Strongly Agree,Strongly Agree,Strongly Agree,Answering forums is an example of sharing ideas on group discussions.,Strongly Agree,I haven't encountered any difficulty answering assessment materials.,Strongly Agree,Strongly Agree,Strongly Agree,The content provided by the course materials is aligned with the exercises above.,Strongly Agree,The amount of time given to us to accomplish activities are justifiable.,It is convenient and effective for learning,It can be a tool for unjust grading when some students are dishonest,Improve user experience
38,2019/09/30 3:56:55 PM GMT+8,Strongly Agree,The website or canvas is very okay it's not logging,Strongly Agree,It's very convenient to me ,Strongly Agree,It's very convenient to me ,Strongly Agree,There's a many available computers for the students and it's very convenient ,Strongly Agree,I have no issues until it does not became a problem to me.,Strongly Disagree,"Well, sometimes it's not easily to get help especially when you take quizzes and the code that they gave you is wrong. ",Strongly Agree,It's very convenient to me because even when I'm not in JRU I can still use canvas.,Strongly Disagree,I can understand but somehow instructors need to have a brief lessons about the modules in canvas,Strongly Agree,It's okay to me especially the color coding,Strongly Agree,yes,Strongly Agree,yes,Strongly Agree,It should be. ,Strongly Disagree,I disagree but agree sometimes,Strongly Agree,yes,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Yes but sometimes when they forgot to published the modules so I don't have a reviewer to me,Strongly Agree,They know how to use canvas but some instructor that they don't know how to use canvas.,Strongly Agree,Yes,Strongly Agree,They said It's important ,Strongly Agree,Strongly Agree,Strongly Disagree,yes,Strongly Agree,yes it help by the modules,Strongly Agree,Strongly Agree,Strongly Agree,yes,Strongly Agree,yes they gave us 1 week or more to submit the activities,modules that can help to our lesson,late notification when they announce something or deadline of quiz or assignment,lessen the waiting for accessing
39,2019/09/30 3:57:00 PM GMT+8,Strongly Agree,I Strongly Agree because there was no problem that I encountered in log-in and log-out of my account.,Strongly Agree,Strongly Agree because I can easily access my course view using the mobile app.,Strongly Agree,Strongly Agree because I can easily access my course view using the mobile app.,Strongly Agree,I Strongly Agree because I have no problems to access my canvas account in any available computers here.,Strongly Agree,I Strongly Agree because I have no issues to access my canvas account using wired connections in any available computers here.,Agree,For me its Agree because not all the time I can get help to the developers.,Agree,"for me its Agree only because in my connection at home sometimes, my canvas account is inaccessible outside.",Agree,I Agree because not all the time the lessons in canvas is not taught in face to face.,Agree,I agree because some subjects is not proper organized in the modules.,Strongly Agree,I Strongly Agree for that its because the UI is user friendly,Strongly Agree,I Strongly Agree for that its because the UI is user friendly,Agree,I  Agree because not all the time.,Agree,I  Agree because not all the time that take in face to face.,Agree,For me its Agree because some part is uninterested,Agree,Strongly Agree,Strongly Agree,Agree,There are some Strongly Agree and agree because some subjects is not that accurate when using the canvas.,Strongly Agree,For me its Strongly Agree because my professors is a Information Technology professors that's why they need to know how to use it properly.,Strongly Agree,For me it's Strongly Agree because it's required to master there subject matter.,Strongly Agree,For me its Strongly Agree because its a requirement.,Disagree,Strongly Agree,Agree,Some of there answers is Disagree because the other professors is snob in answering questions. ,Strongly Agree,Yes I Strongly Agree for that and I have no problems.,Strongly Agree,Strongly Agree,Strongly Agree,For me I have no problem for that.,Strongly Agree,I have no problems for that,Less hassle,The developers,"For now, Nothing."
40,2019/09/30 3:57:16 PM GMT+8,Strongly Agree,"Yes, logging in and out of my account can be operated quickly",Agree,"Yes, but can't access activities or modules without internet connection.",Agree,"Yes, but I still need offline mode of the app.",Agree,"Yes, but sometimes there are no laboratories vacant to use during exam week.",Disagree,"No, there are times that the internet connection in the open lab is very slow when other students use Facebook, YouTube, etc.",Disagree,"No, because there are times that we cannot comply to our professor whenever there are technical difficulties in my canvas activities.",Agree,"Yes, if there is mobile data available to use and access",Disagree,"No, because there are modules that aren't applicable to the quizzes in our subjects",Disagree,There are modules that are covered from other terms.,Agree,"The desktop version is easy to navigate, including the activities using list view.",Agree,"Yes, but upcoming activities should have a list view similar to the desktop version",Disagree,There are some professors that are using different module which aren't related to the topic from Canvas,Disagree,It depends if the modules in Canvas are used by the professors during lecture time.,Agree,"Yes, but sometimes they are useless if the professors use other modules outside Canvas.",Agree,Agree,Disagree,Disagree,"No, because there are some terms that aren't in the quizzes and exams. ",Agree,"Yes, they make use of the Canvas app properly",Agree,Yes,Agree,"Yes, because it is required for 50% of our grades.",Disagree,Agree,Agree,"No, nobody replies to our messages and sometimes messaging at Canvas are blocked",Disagree,There are times that the activities are not visible to the dashboard,Disagree,Disagree,Agree,No,Disagree,Deadlines are too short from other subjects,Dashboard ,Deadlines and questions in Quizzes and Exams,None
41,2019/09/30 3:58:47 PM GMT+8,Strongly Agree,I can access my account easily whenver I'm having a internet connection.,Strongly Agree,I strongly agree to this question because you can access on canvas in your search engine in your mobile phone. Nevertheless canvas is having application that you can download on your mobile phone.,Strongly Agree,I strongly agree to this question because you can access on canvas in your search engine in your mobile phone. Otherwise canvas is having application that you can download on your mobile phone.,Strongly Agree,I strongly agree because JRU is having an internet access anywhere on the campus except the gym.,Strongly Disagree,because sometimes canvas is having an update so that I have trouble in accessing my canvas.,Strongly Agree,Strongly agree because if i have canvas problem I can visit the IT office to report the problem.,Strongly Agree,Strongly agree because we have a homework and take home quiz sometimes. And we can open our canvas at home just connect to the internet.,Strongly Agree,because the modules inside the canvas is like a tutorial so that we can nor I can easily understand the lesson in every module but sometimes i got lazy and I'm not visiting the canvas.,Agree,I strongly agree but sometimes other course in the canvas do not post modules and sometimes their modules is not well organized.,Strongly Agree,"Yes, because JRU is having an internet access everywhere.",Strongly Agree,"Yes, because JRU is having an internet access everywhere.",Strongly Agree,"Yes, because if its not connected then our  lecture days are so conflict with our online module.",Strongly Agree,I strongly agree because.,Strongly Agree,because we are in modern world and online learning is more interested than the manual like before.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,because I cna review what is my prof discuss during lecture days and review the online module at home.,Strongly Agree,She knows very well how to use canvas because in our lecture days she even not bring laptop to view our modules.,Strongly Agree,Yes because she master the java language and I'm so amazed by her knowledge.,Strongly Agree,becuase she has an announcment and online quiz and lab exercises,Strongly Agree,Strongly Agree,Strongly Agree,because we can email easily our proof in canvas and recieve class announcment immediately and we're ahving a forum to discuss our thoughts about the lessons,Strongly Agree,because we can email easily our proof in canvas and recieve class announcment immediately and we're ahving a forum to discuss our thoughts about the lessons,Strongly Agree,Strongly Agree,Strongly Agree,because we can email easily our proof in canvas and recieve class announcment immediately and we're ahving a forum to discuss our thoughts about the lessons,Strongly Agree,because we can email easily our proof in canvas and recieve class announcment immediately and we're ahving a forum to discuss our thoughts about the lessons,Is we can email easily our proof in canvas and recieve class announcment immediately and we're ahving a forum to discuss our thoughts about the lessons,Is so much work to do,Please be good in updates.
42,2019/09/30 4:25:53 PM GMT+8,Strongly Agree,Strongly agree because the steps in logging-in and logging out were given to us since we entered JRU.,Strongly Agree,Strongly agree because the mobile application is user friendly and it is easy to use,Strongly Agree,Strongly agree because the mobile application is user friendly and it is easy to use,Strongly Agree,Strongly agree because there are lots of computers available in JRU which we can always use to access our canvas account.,Agree,Sometimes the internet connection is slow,Strongly Agree,Strongly agree because we can always ask help at the IT support office,Strongly Agree,Strongly agree because it is available anywhere and anytime as long as you have internet connection or mobile data,Strongly Agree,"Strongly agree, because the lessons were outlined the way we can understand it.",Agree,Sometimes it's not organized well,Strongly Agree,Strongly agree because the interface of the desktop version is easy to use.,Strongly Agree,Strongly agree because the interface of the mobile app is easy to use.,Strongly Agree,The lessons we have are being discussed promptly by our professor in a way that we understand it.,Strongly Agree,Because the lessons being discussed is in the course materials.,Strongly Agree,Because the course materials are easy to understand,Strongly Agree,Strongly Agree,Strongly Agree,Agree,"The discussions, quizzes, exams are in the course materials. Sometimes the forums and assignments are not quite related.",Strongly Agree,"Because there are notifications about our assignments, forums, quizzes, etc.",Agree,She explains the subject matter in a way we understand it,Strongly Agree,"Our instructor promptly encourage us to answer our assignments, forums, etc.",Disagree,Strongly Agree,Disagree,"We don't usually use canvas as our way of communication, we receive every notification and we don't usually use it to share ideas",Strongly Agree,Yes because it notifies us and it has deadlines,Strongly Agree,Strongly Agree,Agree,the exams are aligned with the course materials but sometimes the assignments and forums are not,Strongly Agree,The activities are open for a week and it is enough for us to do it,We don't need to download the course materials,Course outline needs to be downloaded when using the app,Organize the course materials.
43,2019/09/30 4:28:29 PM GMT+8,Strongly Agree,"yes, i can log out my account when ever i want to ",Disagree,the application for the mobile canvas is too hard to use  and too many bugs,Agree,"sometimes it works good, sometimes not",Strongly Disagree,too slow for the internet to access the JRU canvas,Strongly Disagree,even if i have wired the internet connection is too slow to access the canvas ,Agree,i can ask if there is a professor around but when i was at home i cant get help to any problems that i encounter  ,Strongly Disagree,the verification account always popping whenever i access my jru canvas account outside the campus,Agree,sometimes i can understand but when there is someting that i dont know i need to search it on the internet for reference,Strongly Agree,"yes, it was recognized and easily to understand where does the module i've been looking",Strongly Agree,destop was easy to use compare to the mobile application,Agree,yes accessing some of the modules but too many bugs,Agree,yes it has a connection but some of the topic that was been lessoned are not in the module,Disagree,some of it are not in the canvas it needs to search for the answer,Strongly Disagree,nope it makes me lazy to do the task,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,"when i quiz, test, and do the other task some of it cant be found on the course materials",Agree,when my proff is too old sometimes they seems to ask the student to do the task,Strongly Agree,yes because they know how to teach them,Strongly Agree,yes because they use the canvas to give the task ,Strongly Disagree,Agree,Agree,only to reveive announcements and share ideas on the group,Strongly Agree,yes because it needs to be answered ,Strongly Disagree,Strongly Disagree,Strongly Disagree,too much hard to identify who is next on the task that was given ,Strongly Disagree,no time to spend for the given time,browse and read for the face to face discussion,related topics when ever i need to look for the answer ,"fast internet speed, no bugs for the mobile apps and compatible to iphone users, and can access jru canvas or jru google account to any devices "
44,2019/09/30 4:29:19 PM GMT+8,Strongly Agree,I can easily log-in and log-out my canvas account using cellphone and computer to open my canvas account.,Strongly Agree,I can access my course using the mobile canvas app so that I can easily open my canvas account.,Strongly Agree,I can access my course using the mobile canvas app so that I can easily open my canvas account.,Strongly Agree,"I can access my Canvas account using the available computers in JRU, so that I can pass my activities, assignments, forum and quiz.",Strongly Agree,I have no issues accessing my canvas account using the wired internet connection in the computer laboratories. because the internet connection is fast.,Strongly Agree,I can easily get help when I have problems with my Canvas account. They can easily to solve my problem when i have problems with my canvas account,Strongly Agree,"I can access my Canvas account outside JRU. So that I can pass my activities, assignments, forums and quizzes.",Strongly Agree,I can clearly understand the lessons on my Canvas modules. When I need to read my earlier lecture so that I understand clearly my lecture.,Strongly Agree,I recognize that the modules in my course are well organized. because I can easily to understand my modules in my course.,Strongly Agree,I can easily manage the navigation of the courses through the desktop version. because we can easily to use canvas.,Strongly Agree,I can easily manage the navigation of the courses through the mobile app. because we can easily to use canvas.,Strongly Agree,I notice that course materials on Canvas have connection with the face to face (classroom) lesson content. So that we can easily to understand the lesson and it is less-consuming time.,Strongly Agree,"I understand the lessons better with the help of course materials in Canvas. So that, I will understand more my lessons with that thing.",Strongly Agree,Canvas course materials make me interested. Because we can have more to learn about that course.,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,"The course materials on Canvas helped me prepare for: Face to face discussions, quizzes, major exams, assignments, forums, etc. Yes, it helped me to prepare so that I can easily to answer all of those things.",Strongly Agree,"Yes, because they also the one who teaches us how to use canvas.",Strongly Agree,"Yes,My instructor demonstrated mastery of the subject matter, so that we can easily to understand his/her lesson.",Strongly Agree,"Yes, My instructor encourages me to use Canvas. To read and answer his/her lesson",Strongly Agree,Strongly Agree,Strongly Agree,Yes because I can talk to them about my canvas.,Strongly Agree,"Yes, i can answer the assestment materials so that i can pass my grade to this matter.",Strongly Agree,Strongly Agree,Strongly Agree,because I can easily to find my need to check and answer.,Strongly Agree,"Yes, i have been give enough time to accomplishthe activities on Canvas so that I can pass my grade to any subject.",Modules,Forum,To see any questions after answering the quizzes so that I can review it for my exams.
